feature,importance
rig_grouped=FLARE,0.09520057
rig_grouped=GIFFTS,0.08288069
rig_grouped=External-radiation wire flammability chamber,0.05308458
ig_method_cat=Unknown,0.05006931
rig_grouped=HOI test apparatus / 0 wind tunnel,0.029256396
rig_grouped=0 wind tunnel / HOI test apparatus,0.024360158
flow_direction=Quiescent,0.023043655
material_grouped=Cellulosic tissue,0.02200915
internal_dim_2_mm,0.016104374
internal_dim_3_mm,0.014911193
ignition_time_s,0.01485558
material_family=HDPE,0.014794114
flow_direction=Unknown,0.01357713
material_grouped=Kimwipes,0.013508899
sample_dim_mean_mm,0.012959708
facility_cat=Drop Tower,0.012801755
rig_grouped=MGLAB,0.011439752
rig_grouped=NASA Glenn Zero Gravity Facility,0.011140023
core_diameter_mm,0.01106682
geometry_cat=Cylindrical,0.010767471
material_grouped=NiCr core; ETFE outer,0.010297626
internal_dim_1_mm,0.009939589
facility_cat=Centrifuge,0.009846171
sample_dim_1_mm,0.009772972
rig_grouped=BASS-II ,0.009755477
sample_dim_3_mm,0.008995432
rig_grouped=NASA Glenn Research Center,0.008977209
facility_cat=Parabolic Aircraft,0.008917041
sample_dim_2_mm,0.008786018
sample_dim_max_mm,0.008311587
material_family=LDPE,0.008096082
internal_dim_mean_mm,0.007885499
material_family=PMMA,0.007831056
rig_grouped=NASA White Sands Test Facility,0.0074087917
facility_cat=Ground,0.0073193465
oxygen_fraction,0.007288045
core_material=Copper,0.0072821537
pressure_kpa,0.007171273
outer_diameter_mm,0.0071479706
ignition_energy_j,0.006988591
insulation_thickness_mm,0.0068142153
rig_grouped=SJ-10 satellite,0.0066501917
ig_method_cat=Open Flame,0.0065715746
rig_grouped=BASS,0.0064489325
sample_dim_min_mm,0.0064213523
material_grouped=PEEK,0.006396355
material_family=Kapton,0.0063604205
material_grouped=PMMA,0.00632951
flow_velocity_mm_s,0.0062738704
material_grouped=Polyurethane foam fuel,0.0060237823
rig_grouped=DIAMONDS,0.006012918
material_grouped=Cellulosic paper (Kimwipes),0.00577724
core_material=Stainless steel,0.0057415296
gravity_g,0.0056908433
flow_speed_abs_mm_s,0.0056685815
material_family=Cellulosic,0.005621014
material_grouped=Cu core; LDPE insulated,0.005559923
material_grouped=Kevlar,0.0053065266
material_grouped=P-213 tape (fiberglass with acrylic/PMMA adhesive),0.0051315087
log10_gravity_g,0.005054005
material_family=ETFE,0.0049905805
sample_dim_count,0.0049798465
ignition_power_w,0.0049141496
flow_direction=Counterflow,0.004791048
material_grouped=NiCr core; LDPE insulation,0.0047169095
gravity_regime=Hyper,0.004649479
material_family=Silicone,0.004431284
ig_method_cat=Wire / Coil,0.004421861
material_grouped=Cu core; LDPE outer,0.0042624664
material_grouped=Other / Rare,0.0041751135
material_grouped=Stainless-steel core; LDPE insulated,0.0040942715
rig_grouped=Other / Rare,0.0040815114
material_grouped=Silicone rubber,0.0040743575
material_family=SIBAL,0.0040035676
material_grouped=Cu core; ETFE outer,0.0036562004
