method,group_roc_auc,group_roc_auc_std,pr_auc,pr_auc_std,mcc,mcc_std,f1,f1_std,balanced_accuracy,balanced_accuracy_std
XGBoost,0.6597478347015824,0.07026097930332595,0.8445738798277109,0.03909029081068419,0.21052572388617405,0.10394178020250151,0.8565948808327261,0.011757854102659582,0.6122781243543766,0.05790237536994963
SVM (RBF),0.6377325448451931,0.07947756190046466,0.8349830900694358,0.0436151202011582,0.15371353675790403,0.08109304550898037,0.8563782593821293,0.011404224007251081,0.5819788462718367,0.051536341117712756
MLP,0.6103308563968934,0.0719908167149388,0.817324894768327,0.047353659345649356,0.0924823174080267,0.11666148641858573,0.8360882807522283,0.0338590267607008,0.560847617507047,0.05754990262837567
KNN,0.5814015513706389,0.07940721290987984,0.7998482092936959,0.05069804884320814,0.1244690845420807,0.10075535729990215,0.820679669351059,0.06065730718063494,0.5534251650993941,0.044712830608127634
Decision Tree,0.5807312682062749,0.04970271158061026,0.789498699672292,0.029891853965690406,0.1025248293921511,0.15099642266664445,0.855648732369452,0.010960272029179789,0.5484578977671177,0.06719962462472295
