split_id,protocol,seed,fold,model_id,mcc,f1,balanced_accuracy,youden_j
lopo__seed-42__fold-8,lopo,42,8,xgb_physics_class_paper_weighted_monotone_o2,0.44089871644973755,0.03230336681008339,0.6037327647209167,0.6037327647209167
lopo__seed-42__fold-9,lopo,42,9,xgb_physics_class_paper_weighted_monotone_o2,0.49855485558509827,0.09101234376430511,0.5872066617012024,0.5872066617012024
lopo__seed-42__fold-10,lopo,42,10,xgb_physics_class_paper_weighted_monotone_o2,0.5590240955352783,0.0952155664563179,0.5590240955352783,0.5590240955352783
lopo__seed-42__fold-11,lopo,42,11,xgb_physics_class_paper_weighted_monotone_o2,0.5190703868865967,0.27303043007850647,0.7366902232170105,0.7366902232170105
lopo__seed-42__fold-12,lopo,42,12,xgb_physics_class_paper_weighted_monotone_o2,0.47844332456588745,0.0564190074801445,0.8135908246040344,0.8135908246040344
lopo__seed-42__fold-13,lopo,42,13,xgb_physics_class_paper_weighted_monotone_o2,0.5402887463569641,0.01735190860927105,0.5503143072128296,0.5503143072128296
lopo__seed-42__fold-14,lopo,42,14,xgb_physics_class_paper_weighted_monotone_o2,0.6886681318283081,0.005992280784994364,0.6886681318283081,0.6886681318283081
lopo__seed-42__fold-15,lopo,42,15,xgb_physics_class_paper_weighted_monotone_o2,0.7284889221191406,0.004283643793314695,0.7284889221191406,0.7284889221191406
lopo__seed-42__fold-16,lopo,42,16,xgb_physics_class_paper_weighted_monotone_o2,0.49447113275527954,0.07632146775722504,0.6840271949768066,0.6840271949768066
lopo__seed-42__fold-17,lopo,42,17,xgb_physics_class_paper_weighted_monotone_o2,0.6045369505882263,0.006134454160928726,0.6045369505882263,0.6045369505882263
lopo__seed-42__fold-18,lopo,42,18,xgb_physics_class_paper_weighted_monotone_o2,0.5605595707893372,0.021703436970710754,0.6581804752349854,0.6581804752349854
lopo__seed-42__fold-19,lopo,42,19,xgb_physics_class_paper_weighted_monotone_o2,0.4917900264263153,0.26815107464790344,0.5562110543251038,0.5562110543251038
lopo__seed-42__fold-20,lopo,42,20,xgb_physics_class_paper_weighted_monotone_o2,0.5827308893203735,0.0374167338013649,0.7123468518257141,0.7123468518257141
lopo__seed-42__fold-21,lopo,42,21,xgb_physics_class_paper_weighted_monotone_o2,0.9587826728820801,0.009073595516383648,0.95919269323349,0.95919269323349
lopo__seed-42__fold-22,lopo,42,22,xgb_physics_class_paper_weighted_monotone_o2,0.4224114418029785,0.052689868956804276,0.6717424392700195,0.6717424392700195
lopo__seed-42__fold-23,lopo,42,23,xgb_physics_class_paper_weighted_monotone_o2,0.5819208025932312,0.09489206224679947,0.589347243309021,0.589347243309021
lopo__seed-42__fold-24,lopo,42,24,xgb_physics_class_paper_weighted_monotone_o2,0.953035295009613,0.0019875233992934227,0.953035295009613,0.953035295009613
lopo__seed-42__fold-25,lopo,42,25,xgb_physics_class_paper_weighted_monotone_o2,0.9583818316459656,0.00015266845002770424,0.9583818316459656,0.9583818316459656
lopo__seed-42__fold-26,lopo,42,26,xgb_physics_class_paper_weighted_monotone_o2,0.6673610210418701,0.08942300826311111,0.6673610210418701,0.6673610210418701
lopo__seed-42__fold-27,lopo,42,27,xgb_physics_class_paper_weighted_monotone_o2,0.6491469740867615,0.01399607677012682,0.6491469740867615,0.6491469740867615
lopo__seed-42__fold-28,lopo,42,28,xgb_physics_class_paper_weighted_monotone_o2,0.8564888834953308,0.0004053693264722824,0.9052445292472839,0.9052445292472839
lopo__seed-42__fold-29,lopo,42,29,xgb_physics_class_paper_weighted_monotone_o2,0.6987032294273376,0.06924738734960556,0.700747013092041,0.700747013092041
lopo__seed-42__fold-30,lopo,42,30,xgb_physics_class_paper_weighted_monotone_o2,0.4812711477279663,0.015855461359024048,0.7460645437240601,0.7460645437240601
lopo__seed-42__fold-31,lopo,42,31,xgb_physics_class_paper_weighted_monotone_o2,0.42999327182769775,0.019807470962405205,0.5805862545967102,0.5805862545967102
lopo__seed-42__fold-32,lopo,42,32,xgb_physics_class_paper_weighted_monotone_o2,0.6905006766319275,0.03452815115451813,0.6905006766319275,0.6905006766319275
lopo__seed-42__fold-33,lopo,42,33,xgb_physics_class_paper_weighted_monotone_o2,0.5044909715652466,0.1670534759759903,0.5393660664558411,0.5393660664558411
lopo__seed-42__fold-34,lopo,42,34,xgb_physics_class_paper_weighted_monotone_o2,0.5858631730079651,0.26106977462768555,0.5867404937744141,0.5867404937744141
lopo__seed-42__fold-35,lopo,42,35,xgb_physics_class_paper_weighted_monotone_o2,0.6682336926460266,0.07889952510595322,0.75188148021698,0.75188148021698
lopo__seed-42__fold-36,lopo,42,36,xgb_physics_class_paper_weighted_monotone_o2,0.6230214834213257,0.2736967206001282,0.6230214834213257,0.6230214834213257
lopo__seed-42__fold-37,lopo,42,37,xgb_physics_class_paper_weighted_monotone_o2,0.4685498774051666,0.17076906561851501,0.5609935522079468,0.5609935522079468
lopo__seed-42__fold-38,lopo,42,38,xgb_physics_class_paper_weighted_monotone_o2,0.501981258392334,0.015766769647598267,0.6232445240020752,0.6232445240020752
lopo__seed-42__fold-39,lopo,42,39,xgb_physics_class_paper_weighted_monotone_o2,0.57330721616745,0.003885017242282629,0.57330721616745,0.57330721616745
lopo__seed-42__fold-40,lopo,42,40,xgb_physics_class_paper_weighted_monotone_o2,0.6323038339614868,0.013629596680402756,0.661080539226532,0.661080539226532
lopo__seed-42__fold-41,lopo,42,41,xgb_physics_class_paper_weighted_monotone_o2,0.6217471957206726,0.12368985265493393,0.626507580280304,0.626507580280304
lopo__seed-42__fold-42,lopo,42,42,xgb_physics_class_paper_weighted_monotone_o2,0.5963549613952637,0.18879425525665283,0.6428431272506714,0.6428431272506714
lopo__seed-42__fold-43,lopo,42,43,xgb_physics_class_paper_weighted_monotone_o2,0.47909989953041077,0.037359241396188736,0.47909989953041077,0.47909989953041077
lopo__seed-42__fold-44,lopo,42,44,xgb_physics_class_paper_weighted_monotone_o2,0.4531078636646271,0.09104377031326294,0.6676998138427734,0.6676998138427734
lopo__seed-42__fold-45,lopo,42,45,xgb_physics_class_paper_weighted_monotone_o2,0.5612011551856995,0.05662010982632637,0.5995920896530151,0.5995920896530151
lopo__seed-42__fold-46,lopo,42,46,xgb_physics_class_paper_weighted_monotone_o2,0.8837440609931946,0.010243935510516167,0.9118680357933044,0.9118680357933044
lopo__seed-42__fold-47,lopo,42,47,xgb_physics_class_paper_weighted_monotone_o2,0.48133713006973267,0.016580982133746147,0.5640164613723755,0.5640164613723755
lopo__seed-42__fold-48,lopo,42,48,xgb_physics_class_paper_weighted_monotone_o2,0.6328873038291931,0.05742359161376953,0.6328873038291931,0.6328873038291931
lopo__seed-42__fold-49,lopo,42,49,xgb_physics_class_paper_weighted_monotone_o2,0.5152374505996704,0.14277283847332,0.591636598110199,0.591636598110199
lopo__seed-42__fold-50,lopo,42,50,xgb_physics_class_paper_weighted_monotone_o2,0.8826308250427246,0.0007785555208101869,0.8826308250427246,0.8826308250427246
lopo__seed-42__fold-51,lopo,42,51,xgb_physics_class_paper_weighted_monotone_o2,0.5462231040000916,0.08300873637199402,0.5635486841201782,0.5635486841201782
lopo__seed-42__fold-52,lopo,42,52,xgb_physics_class_paper_weighted_monotone_o2,0.6719392538070679,0.23754405975341797,0.6719392538070679,0.6719392538070679
lopo__seed-42__fold-53,lopo,42,53,xgb_physics_class_paper_weighted_monotone_o2,0.4713123142719269,0.09280011802911758,0.6739460825920105,0.6739460825920105
lopo__seed-42__fold-54,lopo,42,54,xgb_physics_class_paper_weighted_monotone_o2,0.531817615032196,0.03190433233976364,0.5405361652374268,0.5405361652374268
lopo__seed-42__fold-55,lopo,42,55,xgb_physics_class_paper_weighted_monotone_o2,0.5288517475128174,0.0202475618571043,0.7626745700836182,0.7626745700836182
lopo__seed-42__fold-56,lopo,42,56,xgb_physics_class_paper_weighted_monotone_o2,0.6078010201454163,0.12229891866445541,0.6078010201454163,0.6078010201454163
lopo__seed-42__fold-57,lopo,42,57,xgb_physics_class_paper_weighted_monotone_o2,0.5493759512901306,0.21008053421974182,0.5592449903488159,0.5592449903488159
lopo__seed-42__fold-58,lopo,42,58,xgb_physics_class_paper_weighted_monotone_o2,0.9657585620880127,0.026749126613140106,0.9657585620880127,0.9657585620880127
lopo__seed-42__fold-59,lopo,42,59,xgb_physics_class_paper_weighted_monotone_o2,0.6464768052101135,0.19183510541915894,0.6464768052101135,0.6464768052101135
lopo__seed-42__fold-60,lopo,42,60,xgb_physics_class_paper_weighted_monotone_o2,0.5533955693244934,0.01877003163099289,0.6135759353637695,0.6135759353637695
lopo__seed-42__fold-61,lopo,42,61,xgb_physics_class_paper_weighted_monotone_o2,0.5502990484237671,0.2250274419784546,0.5916873216629028,0.5916873216629028
lopo__seed-42__fold-62,lopo,42,62,xgb_physics_class_paper_weighted_monotone_o2,0.5874223113059998,0.257347971200943,0.668992280960083,0.668992280960083
lopo__seed-42__fold-63,lopo,42,63,xgb_physics_class_paper_weighted_monotone_o2,0.589054524898529,0.015646226704120636,0.589054524898529,0.589054524898529
lopo__seed-42__fold-64,lopo,42,64,xgb_physics_class_paper_weighted_monotone_o2,0.524897038936615,0.032318536192178726,0.6138850450515747,0.6138850450515747
lopo__seed-42__fold-65,lopo,42,65,xgb_physics_class_paper_weighted_monotone_o2,0.5805720090866089,0.010953138582408428,0.6055362224578857,0.6055362224578857
lopo__seed-42__fold-66,lopo,42,66,xgb_physics_class_paper_weighted_monotone_o2,0.48273757100105286,0.07755684852600098,0.6739265322685242,0.6739265322685242
lopo__seed-42__fold-67,lopo,42,67,xgb_physics_class_paper_weighted_monotone_o2,0.5037275552749634,0.043836332857608795,0.5942714214324951,0.5942714214324951
lopo__seed-42__fold-68,lopo,42,68,xgb_physics_class_paper_weighted_monotone_o2,0.9159528613090515,0.00019485270604491234,0.9159528613090515,0.9159528613090515
lopo__seed-42__fold-69,lopo,42,69,xgb_physics_class_paper_weighted_monotone_o2,0.6226330399513245,0.03849412128329277,0.6226330399513245,0.6226330399513245
lopo__seed-42__fold-70,lopo,42,70,xgb_physics_class_paper_weighted_monotone_o2,0.5008517503738403,0.08935867995023727,0.6392092704772949,0.6392092704772949
lopo__seed-42__fold-71,lopo,42,71,xgb_physics_class_paper_weighted_monotone_o2,0.6511845588684082,0.06937996298074722,0.6511845588684082,0.6511845588684082
lopo__seed-42__fold-72,lopo,42,72,xgb_physics_class_paper_weighted_monotone_o2,0.7136765122413635,0.01790575310587883,0.7136765122413635,0.7136765122413635
lopo__seed-42__fold-73,lopo,42,73,xgb_physics_class_paper_weighted_monotone_o2,0.724622368812561,0.00021587037190329283,0.9701825976371765,0.9701825976371765
lopo__seed-42__fold-74,lopo,42,74,xgb_physics_class_paper_weighted_monotone_o2,0.48853936791419983,0.016773918643593788,0.642612874507904,0.642612874507904
lopo__seed-42__fold-75,lopo,42,75,xgb_physics_class_paper_weighted_monotone_o2,0.48914751410484314,0.07021224498748779,0.590736448764801,0.590736448764801
lopo__seed-42__fold-76,lopo,42,76,xgb_physics_class_paper_weighted_monotone_o2,0.4086989462375641,0.019999604672193527,0.5657253861427307,0.5657253861427307
lopo__seed-42__fold-77,lopo,42,77,xgb_physics_class_paper_weighted_monotone_o2,0.8626086115837097,0.00035168914473615587,0.9185275435447693,0.9185275435447693
lopo__seed-42__fold-78,lopo,42,78,xgb_physics_class_paper_weighted_monotone_o2,0.4723053574562073,0.21538379788398743,0.627173900604248,0.627173900604248
lopo__seed-42__fold-79,lopo,42,79,xgb_physics_class_paper_weighted_monotone_o2,0.4922281801700592,0.10505325347185135,0.5869870781898499,0.5869870781898499
lopo__seed-42__fold-80,lopo,42,80,xgb_physics_class_paper_weighted_monotone_o2,0.48764103651046753,0.018532613292336464,0.6688348650932312,0.6688348650932312
lopo__seed-42__fold-81,lopo,42,81,xgb_physics_class_paper_weighted_monotone_o2,0.6424667835235596,0.003521575592458248,0.6426638960838318,0.6426638960838318
lopo__seed-42__fold-82,lopo,42,82,xgb_physics_class_paper_weighted_monotone_o2,0.6423894762992859,0.08035318553447723,0.6423894762992859,0.6423894762992859
lopo__seed-42__fold-83,lopo,42,83,xgb_physics_class_paper_weighted_monotone_o2,0.551808774471283,0.025297267362475395,0.551808774471283,0.551808774471283
lopo__seed-42__fold-84,lopo,42,84,xgb_physics_class_paper_weighted_monotone_o2,0.5044122934341431,0.10733281075954437,0.5723719000816345,0.5723719000816345
interpolation_holdout__seed-42__fold-0,interpolation_holdout,42,0,xgb_all_focal_class_paper_weighted,0.0016947604017332196,9.357623589846195e-14,0.0016947604017332196,0.0016947604017332196
interpolation_stratified__seed-42__fold-0,interpolation_stratified,42,0,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-42__fold-1,interpolation_stratified,42,1,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-42__fold-2,interpolation_stratified,42,2,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-42__fold-3,interpolation_stratified,42,3,xgb_all_focal_class_paper_weighted,0.0003066910139750689,9.357623589846195e-14,0.0003066910139750689,0.0003066910139750689
interpolation_stratified__seed-42__fold-4,interpolation_stratified,42,4,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
extrapolation_grouped__seed-42__fold-0,extrapolation_grouped,42,0,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
extrapolation_grouped__seed-42__fold-1,extrapolation_grouped,42,1,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
extrapolation_grouped__seed-42__fold-2,extrapolation_grouped,42,2,xgb_all_focal_class_paper_weighted,8.993106606625112e-12,9.357623589846195e-14,8.993106606625112e-12,8.993106606625112e-12
extrapolation_grouped__seed-42__fold-3,extrapolation_grouped,42,3,xgb_all_focal_class_paper_weighted,2.3433883414476775e-13,9.357623589846195e-14,2.3433883414476775e-13,2.3433883414476775e-13
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,xgb_all_focal_class_paper_weighted,2.3155097395033408e-08,9.357623589846195e-14,2.3155097395033408e-08,2.3155097395033408e-08
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,xgb_all_focal_class_paper_weighted,8.689419701113366e-06,9.357623589846195e-14,1.2829399764768823e-09,1.2829399764768823e-09
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,xgb_all_focal_class_paper_weighted,0.0002848178264684975,9.357623589846195e-14,0.0002848178264684975,0.0002848178264684975
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,xgb_all_focal_class_paper_weighted,8.533197259907865e-09,9.357623589846195e-14,8.533197259907865e-09,8.533197259907865e-09
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,xgb_all_focal_class_paper_weighted,0.01171736791729927,9.357623589846195e-14,4.788777707709357e-10,4.788777707709357e-10
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,xgb_all_focal_class_paper_weighted,1.0398054861582295e-08,9.357623589846195e-14,1.0398054861582295e-08,1.0398054861582295e-08
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,xgb_all_focal_class_paper_weighted,0.999996542930603,9.357623589846195e-14,0.999996542930603,0.999996542930603
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,xgb_all_focal_class_paper_weighted,8.571106491217506e-07,9.357623589846195e-14,8.571106491217506e-07,8.571106491217506e-07
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,xgb_all_focal_class_paper_weighted,0.003395974636077881,9.357623589846195e-14,0.003395974636077881,0.003395974636077881
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,xgb_all_focal_class_paper_weighted,0.999997615814209,9.357623589846195e-14,0.999997615814209,0.999997615814209
interpolation_stratified__seed-44__fold-4,interpolation_stratified,44,4,xgb_all_focal_class_paper_weighted,1.0,9.357623589846195e-14,1.0,1.0
extrapolation_grouped__seed-44__fold-0,extrapolation_grouped,44,0,xgb_all_focal_class_paper_weighted,1.0,9.357623589846195e-14,1.0,1.0
extrapolation_grouped__seed-44__fold-1,extrapolation_grouped,44,1,xgb_all_focal_class_paper_weighted,2.0123809563177275e-10,9.357623589846195e-14,2.0123809563177275e-10,2.0123809563177275e-10
extrapolation_grouped__seed-44__fold-2,extrapolation_grouped,44,2,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
extrapolation_grouped__seed-44__fold-3,extrapolation_grouped,44,3,xgb_all_focal_class_paper_weighted,0.9999555349349976,9.357623589846195e-14,5.85150608523044e-11,5.85150608523044e-11
extrapolation_grouped__seed-44__fold-4,extrapolation_grouped,44,4,xgb_all_focal_class_paper_weighted,0.0010094484314322472,9.357623589846195e-14,0.0010094484314322472,0.0010094484314322472
lopo__seed-42__fold-0,lopo,42,0,xgb_all_focal_class_paper_weighted,8.285106014227495e-05,9.357623589846195e-14,8.285106014227495e-05,8.285106014227495e-05
lopo__seed-42__fold-1,lopo,42,1,xgb_all_focal_class_paper_weighted,0.0749533474445343,9.357623589846195e-14,0.0749533474445343,0.0749533474445343
lopo__seed-42__fold-2,lopo,42,2,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-3,lopo,42,3,xgb_all_focal_class_paper_weighted,1.7233789151305245e-07,9.357623589846195e-14,1.7233789151305245e-07,1.7233789151305245e-07
lopo__seed-42__fold-4,lopo,42,4,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-5,lopo,42,5,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-6,lopo,42,6,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-7,lopo,42,7,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-8,lopo,42,8,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-9,lopo,42,9,xgb_all_focal_class_paper_weighted,1.578253083778236e-10,9.357623589846195e-14,1.578253083778236e-10,1.578253083778236e-10
lopo__seed-42__fold-10,lopo,42,10,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-11,lopo,42,11,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-12,lopo,42,12,xgb_all_focal_class_paper_weighted,0.8164381384849548,9.357623589846195e-14,0.8164381384849548,0.8164381384849548
lopo__seed-42__fold-13,lopo,42,13,xgb_all_focal_class_paper_weighted,0.998245120048523,9.357623589846195e-14,1.5188259567366913e-05,1.5188259567366913e-05
lopo__seed-42__fold-14,lopo,42,14,xgb_all_focal_class_paper_weighted,1.7824388123699464e-05,9.357623589846195e-14,1.7824388123699464e-05,1.7824388123699464e-05
lopo__seed-42__fold-15,lopo,42,15,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-16,lopo,42,16,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-17,lopo,42,17,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-18,lopo,42,18,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-19,lopo,42,19,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-20,lopo,42,20,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-21,lopo,42,21,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-22,lopo,42,22,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-23,lopo,42,23,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-24,lopo,42,24,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-25,lopo,42,25,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-26,lopo,42,26,xgb_all_focal_class_paper_weighted,0.984098494052887,9.357623589846195e-14,0.984098494052887,0.984098494052887
lopo__seed-42__fold-27,lopo,42,27,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-28,lopo,42,28,xgb_all_focal_class_paper_weighted,3.057516096305335e-06,9.357623589846195e-14,3.057516096305335e-06,3.057516096305335e-06
lopo__seed-42__fold-29,lopo,42,29,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-30,lopo,42,30,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-31,lopo,42,31,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-32,lopo,42,32,xgb_all_focal_class_paper_weighted,0.0009716292843222618,9.357623589846195e-14,0.0009716292843222618,0.0009716292843222618
lopo__seed-42__fold-33,lopo,42,33,xgb_all_focal_class_paper_weighted,0.9999985694885254,9.357623589846195e-14,0.9999985694885254,0.9999985694885254
lopo__seed-42__fold-34,lopo,42,34,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-35,lopo,42,35,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-36,lopo,42,36,xgb_all_focal_class_paper_weighted,1.4351387278566108e-07,9.357623589846195e-14,1.4351387278566108e-07,1.4351387278566108e-07
lopo__seed-42__fold-37,lopo,42,37,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-38,lopo,42,38,xgb_all_focal_class_paper_weighted,1.2255962304058565e-13,9.357623589846195e-14,1.2255962304058565e-13,1.2255962304058565e-13
lopo__seed-42__fold-39,lopo,42,39,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-40,lopo,42,40,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-41,lopo,42,41,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-42,lopo,42,42,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-43,lopo,42,43,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-44,lopo,42,44,xgb_all_focal_class_paper_weighted,1.0,9.357623589846195e-14,1.0,1.0
lopo__seed-42__fold-45,lopo,42,45,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-46,lopo,42,46,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-47,lopo,42,47,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-48,lopo,42,48,xgb_all_focal_class_paper_weighted,0.0050421287305653095,9.357623589846195e-14,0.0050421287305653095,0.0050421287305653095
lopo__seed-42__fold-49,lopo,42,49,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-50,lopo,42,50,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-51,lopo,42,51,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-52,lopo,42,52,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-53,lopo,42,53,xgb_all_focal_class_paper_weighted,3.365486554685049e-05,9.357623589846195e-14,3.365486554685049e-05,3.365486554685049e-05
lopo__seed-42__fold-54,lopo,42,54,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
lopo__seed-42__fold-55,lopo,42,55,xgb_all_focal_class_paper_weighted,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14,9.357623589846195e-14
