split_id,protocol,seed,fold,model_id,model_family,feature_set,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
extrapolation_grouped__seed-42__fold-4,extrapolation_grouped,42,4,xgb_all_unweighted,xgboost,all,896,19,0.6905467352415027,0.8561991717514812,0.17992155253887177,0.2673358955153381,0.8257686676427526,0.6358452593917711,0.8197674418604651,0.4519230769230769,0.831858407079646,0.12178957644788671,0.8708860759493671,0.5096153846153846,1.0,0.019230769230769232,0.7713004484304933,0.2273043127298973,0.6465201465201466,0.6339445438282647,0.5130813953488372,0.7548076923076923,0.8737623762376238,0.2273043127298973,0.6465201465201466,0.6339445438282647,0.5130813953488372,0.7548076923076923,0.8737623762376238
interpolation_holdout__seed-43__fold-0,interpolation_holdout,43,0,xgb_all_unweighted,xgboost,all,900,83,0.901292158417689,0.9685848566250412,0.11217495054006577,0.5933374293360603,0.8531583264971287,0.8376671842408653,0.7658321060382917,0.9095022624434389,0.9629629629629629,0.48603334949642746,0.8901329601119664,0.7104172358872177,0.9366715758468336,0.4841628959276018,0.848,0.5897453111485115,0.8445552784704904,0.8378804336960796,0.748159057437408,0.9276018099547512,0.9694656488549618,0.5897453111485115,0.8445552784704904,0.8378804336960796,0.748159057437408,0.9276018099547512,0.9694656488549618
interpolation_stratified__seed-43__fold-0,interpolation_stratified,43,0,xgb_all_unweighted,xgboost,all,900,82,0.9216941336407678,0.9745449955272204,0.09934887290000916,0.6304560089060953,0.8755020080321285,0.8538141664278718,0.8026509572901326,0.9049773755656109,0.9628975265017667,0.575661848988447,0.9069111424541608,0.7562958569629279,0.946980854197349,0.5656108597285068,0.8700947225981055,0.6361569589002122,0.8694942903752039,0.8608147461998281,0.7849779086892489,0.9366515837104072,0.9744058500914077,0.6361569589002122,0.8694942903752039,0.8608147461998281,0.7849779086892489,0.9366515837104072,0.9744058500914077
interpolation_stratified__seed-43__fold-1,interpolation_stratified,43,1,xgb_all_unweighted,xgboost,all,900,80,0.906660047048161,0.9673304440917208,0.11142541468143463,0.5740825607312048,0.8564516129032258,0.82314289712713,0.7820324005891016,0.8642533936651584,0.946524064171123,0.5731231613304502,0.9,0.7762946574347422,0.914580265095729,0.6380090497737556,0.8858773181169758,0.5802938246022754,0.8467874794069192,0.8309864786517303,0.7569955817378498,0.9049773755656109,0.9607476635514018,0.5802938246022754,0.8467874794069192,0.8309864786517303,0.7569955817378498,0.9049773755656109,0.9607476635514018
interpolation_stratified__seed-43__fold-2,interpolation_stratified,43,2,xgb_all_unweighted,xgboost,all,900,83,0.9135073537741822,0.9725228187204209,0.10240153223276138,0.6091457089808932,0.8580803937653815,0.8466636456327179,0.7702503681885126,0.9230769230769231,0.9685185185185186,0.48839462505704956,0.8959891230455472,0.684367482123698,0.9705449189985272,0.39819004524886875,0.8320707070707071,0.6032437748350665,0.8497925311203319,0.8453508286740549,0.7540500736377025,0.9366515837104072,0.973384030418251,0.6032437748350665,0.8497925311203319,0.8453508286740549,0.7540500736377025,0.9366515837104072,0.973384030418251
interpolation_stratified__seed-43__fold-3,interpolation_stratified,43,3,xgb_all_unweighted,xgboost,all,900,81,0.9071231982087046,0.9693943683857329,0.10874350368976593,0.6192980942341676,0.8745003996802558,0.8462371467222892,0.8055964653902798,0.8868778280542986,0.9562937062937062,0.5123564408310202,0.8898426323319027,0.7385694959982407,0.9160530191458026,0.5610859728506787,0.8650904033379694,0.5949083814558402,0.8540983606557377,0.8384035612659021,0.7673048600883653,0.9095022624434389,0.9630314232902033,0.5949083814558402,0.8540983606557377,0.8384035612659021,0.7673048600883653,0.9095022624434389,0.9630314232902033
interpolation_stratified__seed-43__fold-4,interpolation_stratified,43,4,xgb_all_unweighted,xgboost,all,899,82,0.9198868110893097,0.9746320811805876,0.10262980312108994,0.629555242716268,0.8655737704918033,0.857706322828655,0.7787610619469026,0.9366515837104072,0.974169741697417,0.5419724243559029,0.9010526315789473,0.7358947663476555,0.9469026548672567,0.5248868778280543,0.8594377510040161,0.6203086066911123,0.8554817275747508,0.8549066324964294,0.7595870206489675,0.9502262443438914,0.9790874524714829,0.6203086066911123,0.8554817275747508,0.8549066324964294,0.7595870206489675,0.9502262443438914,0.9790874524714829
extrapolation_grouped__seed-43__fold-0,extrapolation_grouped,43,0,xgb_all_unweighted,xgboost,all,884,15,0.6970358187134503,0.8639211341023088,0.16038426756858826,0.20793486094818892,0.6408125577100646,0.6236549707602339,0.5073099415204678,0.74,0.8696741854636592,0.2913961891260695,0.8787675820495646,0.5970321637426901,0.9590643274853801,0.235,0.8108776266996292,0.20793486094818892,0.6408125577100646,0.6236549707602339,0.5073099415204678,0.74,0.8696741854636592,0.20793486094818892,0.6408125577100646,0.6236549707602339,0.5073099415204678,0.74,0.8696741854636592
extrapolation_grouped__seed-43__fold-1,extrapolation_grouped,43,1,xgb_all_unweighted,xgboost,all,894,21,0.6705444766528131,0.8461097477080768,0.1842951774597168,0.22277547081294938,0.8275862068965517,0.6070408270177767,0.8408759124087591,0.37320574162679426,0.8147100424328148,0.013648764902440455,0.866751269035533,0.5009324904830091,0.997080291970803,0.004784688995215311,0.7665544332210998,0.27935291518184197,0.756357670221493,0.6618552020396047,0.672992700729927,0.6507177033492823,0.8632958801498127,0.27935291518184197,0.756357670221493,0.6618552020396047,0.672992700729927,0.6507177033492823,0.8632958801498127
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,xgb_all_unweighted,xgboost,all,843,18,0.7036199913207002,0.8581367102616698,0.1973983496427536,0.27858275916057057,0.7855340622371741,0.6479133516562997,0.7532258064516129,0.5426008968609866,0.820738137082601,0.0,0.8475734791524265,0.5,1.0,0.0,0.7354685646500593,0.25593361007688714,0.7515364354697103,0.6411254158831188,0.6903225806451613,0.5919282511210763,0.8246628131021194,0.25593361007688714,0.7515364354697103,0.6411254158831188,0.6903225806451613,0.5919282511210763,0.8246628131021194
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,xgb_all_unweighted,xgboost,all,1006,14,0.7207635438371535,0.8860971309630975,0.2024436891078949,0.3937920691578354,0.7122602168473728,0.7210189934284341,0.5817438692098093,0.8602941176470589,0.9182795698924732,-0.08041106990942366,0.8257309941520468,0.48460290110594645,0.9618528610354223,0.007352941176470588,0.7233606557377049,0.3826768161733683,0.6607773851590106,0.7106507453117487,0.5095367847411444,0.9117647058823529,0.9396984924623115,0.3826768161733683,0.6607773851590106,0.7106507453117487,0.5095367847411444,0.9117647058823529,0.9396984924623115
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,xgb_all_unweighted,xgboost,all,872,17,0.6669187594071373,0.8638227104424167,0.18388782441616058,0.21056505649681154,0.8521373510861948,0.5848959375996323,0.9061102831594635,0.263681592039801,0.8042328042328042,0.20823728780423056,0.8754119973632168,0.54204758621201,0.9895678092399404,0.0945273631840796,0.7848699763593381,0.15148458124390263,0.7984962406015037,0.5772701322003989,0.7913561847988078,0.36318407960199006,0.8057663125948407,0.15148458124390263,0.7984962406015037,0.5772701322003989,0.7913561847988078,0.36318407960199006,0.8057663125948407
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,xgb_all_unweighted,xgboost,all,900,82,0.9240798619209778,0.9764849093089696,0.09783842414617538,0.6353896414513538,0.8792965627498002,0.8552336081141418,0.8100147275405007,0.9004524886877828,0.9615384615384616,0.4269122998958133,0.8863328822733424,0.6565350961954964,0.9646539027982327,0.34841628959276016,0.8197747183979975,0.6377773971246161,0.8704156479217604,0.8615511232248649,0.7864506627393225,0.9366515837104072,0.9744525547445255,0.6377773971246161,0.8704156479217604,0.8615511232248649,0.7864506627393225,0.9366515837104072,0.9744525547445255
