split_id,protocol,seed,fold,model_id,model_family,feature_set,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
extrapolation_grouped__seed-44__fold-4,extrapolation_grouped,44,4,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,858,21,0.5465607409170845,0.763219401192301,0.20226968824863434,0.10734501305212736,0.7682639434406913,0.5577113587319629,0.7397881996974282,0.3756345177664975,0.7990196078431373,0.07477675992921713,0.8674217188540972,0.5127402720074952,0.9848714069591528,0.04060913705583756,0.775,0.10734501305212736,0.7682639434406913,0.5577113587319629,0.7397881996974282,0.3756345177664975,0.7990196078431373,0.10734501305212736,0.7682639434406913,0.5577113587319629,0.7397881996974282,0.3756345177664975,0.7990196078431373
lopo__seed-42__fold-0,lopo,42,0,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,10,1,,,0.0048817228525877,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-1,lopo,42,1,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,18,1,,,0.0038151172921061516,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-2,lopo,42,2,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,74,1,0.5125,0.9601124751791903,0.0538090243935585,0.0,0.9722222222222222,0.5,1.0,0.0,0.9459459459459459,0.0,0.9722222222222222,0.5,1.0,0.0,0.9459459459459459,0.0,0.9722222222222222,0.5,1.0,0.0,0.9459459459459459,0.0,0.9722222222222222,0.5,1.0,0.0,0.9459459459459459
lopo__seed-42__fold-3,lopo,42,3,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,8,1,,,0.011163928546011448,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-4,lopo,42,4,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,20,1,,,0.1649860441684723,0.0,0.46153846153846156,0.3,0.3,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.46153846153846156,0.3,0.3,,1.0,0.0,0.46153846153846156,0.3,0.3,,1.0
lopo__seed-42__fold-5,lopo,42,5,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,18,1,0.7207792207792207,0.6103741496598639,0.5529524683952332,0.0,0.56,0.5,1.0,0.0,0.3888888888888889,0.0,0.56,0.5,1.0,0.0,0.3888888888888889,0.0,0.56,0.5,1.0,0.0,0.3888888888888889,0.0,0.56,0.5,1.0,0.0,0.3888888888888889
lopo__seed-42__fold-6,lopo,42,6,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,22,1,0.7714285714285714,0.8954545454545454,0.2189009189605713,0.12344267996967354,0.8,0.5380952380952381,0.9333333333333333,0.14285714285714285,0.7,0.0,0.8108108108108109,0.5,1.0,0.0,0.6818181818181818,0.12344267996967354,0.8,0.5380952380952381,0.9333333333333333,0.14285714285714285,0.7,0.12344267996967354,0.8,0.5380952380952381,0.9333333333333333,0.14285714285714285,0.7
lopo__seed-42__fold-7,lopo,42,7,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,24,1,,,0.054408133029937744,0.0,0.9787234042553191,0.9583333333333334,0.9583333333333334,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.9333333333333333,0.875,0.875,,1.0,0.0,0.9333333333333333,0.875,0.875,,1.0
lopo__seed-42__fold-8,lopo,42,8,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,35,1,0.935897435897436,0.9808319200128441,0.2731975317001343,0.4249729481848971,0.631578947368421,0.7307692307692308,0.46153846153846156,1.0,1.0,0.0,0.8524590163934426,0.5,1.0,0.0,0.7428571428571429,0.14484136487558028,0.14285714285714285,0.5384615384615384,0.07692307692307693,1.0,1.0,0.14484136487558028,0.14285714285714285,0.5384615384615384,0.07692307692307693,1.0,1.0
lopo__seed-42__fold-9,lopo,42,9,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,5,1,0.5,0.6,0.367993026971817,0.0,0.75,0.5,1.0,0.0,0.6,0.0,0.75,0.5,1.0,0.0,0.6,0.0,0.75,0.5,1.0,0.0,0.6,0.0,0.75,0.5,1.0,0.0,0.6
lopo__seed-42__fold-10,lopo,42,10,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,20,1,,,0.04179126396775246,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-11,lopo,42,11,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,39,1,0.5081521739130435,0.41418269230769234,0.5648691654205322,0.0,0.5818181818181818,0.5,1.0,0.0,0.41025641025641024,0.0,0.5818181818181818,0.5,1.0,0.0,0.41025641025641024,0.0,0.5818181818181818,0.5,1.0,0.0,0.41025641025641024,0.0,0.5818181818181818,0.5,1.0,0.0,0.41025641025641024
lopo__seed-42__fold-12,lopo,42,12,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,13,1,0.9333333333333333,0.9809090909090908,0.12107481062412262,0.778498944161523,0.9523809523809523,0.8333333333333333,1.0,0.6666666666666666,0.9090909090909091,0.0,0.8695652173913043,0.5,1.0,0.0,0.7692307692307693,0.3,0.46153846153846156,0.65,0.3,1.0,1.0,0.3,0.46153846153846156,0.65,0.3,1.0,1.0
lopo__seed-42__fold-13,lopo,42,13,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,4,1,,,0.0019824125338345766,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-14,lopo,42,14,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,8,1,,,0.026140635833144188,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-15,lopo,42,15,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,21,1,,,0.02575477585196495,0.0,0.975609756097561,0.9523809523809523,0.9523809523809523,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.975609756097561,0.9523809523809523,0.9523809523809523,,1.0,0.0,0.975609756097561,0.9523809523809523,0.9523809523809523,,1.0
lopo__seed-42__fold-16,lopo,42,16,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,33,1,,,0.011299094185233116,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-17,lopo,42,17,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,26,1,0.8383458646616542,0.9441947352837108,0.2241949886083603,0.47985743496869654,0.6896551724137931,0.763157894736842,0.5263157894736842,1.0,1.0,0.0,0.8444444444444444,0.5,1.0,0.0,0.7307692307692307,0.47985743496869654,0.6896551724137931,0.763157894736842,0.5263157894736842,1.0,1.0,0.47985743496869654,0.6896551724137931,0.763157894736842,0.5263157894736842,1.0,1.0
lopo__seed-42__fold-18,lopo,42,18,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,6,1,,,0.03359314426779747,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-19,lopo,42,19,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,91,1,,,0.0719277635216713,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-20,lopo,42,20,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,9,1,,,0.0533304288983345,0.0,0.9411764705882353,0.8888888888888888,0.8888888888888888,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.875,0.7777777777777778,0.7777777777777778,,1.0,0.0,0.875,0.7777777777777778,0.7777777777777778,,1.0
lopo__seed-42__fold-21,lopo,42,21,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,83,1,0.9423076923076923,0.9959159917881987,0.058000583201646805,0.2892913042064325,0.752,0.8012820512820513,0.6025641025641025,1.0,1.0,0.0,0.968944099378882,0.5,1.0,0.0,0.9397590361445783,0.2892913042064325,0.752,0.8012820512820513,0.6025641025641025,1.0,1.0,0.2892913042064325,0.752,0.8012820512820513,0.6025641025641025,1.0,1.0
lopo__seed-42__fold-22,lopo,42,22,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,30,1,,,0.013711083680391312,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-23,lopo,42,23,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,26,1,0.9333333333333333,0.9856709956709957,0.13287533819675446,0.0,0.8936170212765957,0.5,1.0,0.0,0.8076923076923077,0.0,0.8936170212765957,0.5,1.0,0.0,0.8076923076923077,0.0,0.8936170212765957,0.5,1.0,0.0,0.8076923076923077,0.0,0.8936170212765957,0.5,1.0,0.0,0.8076923076923077
lopo__seed-42__fold-24,lopo,42,24,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,32,1,,,0.17007550597190857,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
lopo__seed-42__fold-25,lopo,42,25,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,28,1,0.6081871345029239,0.4767385700719034,0.3015177845954895,0.0,0.0,0.5,0.0,1.0,,0.0,0.4864864864864865,0.5,1.0,0.0,0.32142857142857145,0.0,0.0,0.5,0.0,1.0,,0.0,0.0,0.5,0.0,1.0,
lopo__seed-42__fold-26,lopo,42,26,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,398,1,0.5126886446886447,0.6606918654897953,0.26264679431915283,0.0348441209352391,0.705244122965642,0.5171428571428571,0.7142857142857143,0.32,0.6964285714285714,0.0,0.8137108792846498,0.5,1.0,0.0,0.6859296482412061,0.0348441209352391,0.705244122965642,0.5171428571428571,0.7142857142857143,0.32,0.6964285714285714,0.0348441209352391,0.705244122965642,0.5171428571428571,0.7142857142857143,0.32,0.6964285714285714
lopo__seed-42__fold-27,lopo,42,27,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,38,1,0.4326923076923077,0.6162970403776284,0.2457980364561081,0.02564102564102564,0.6923076923076923,0.5128205128205128,0.6923076923076923,0.3333333333333333,0.6923076923076923,0.0,0.8125,0.5,1.0,0.0,0.6842105263157895,0.02564102564102564,0.6923076923076923,0.5128205128205128,0.6923076923076923,0.3333333333333333,0.6923076923076923,0.02564102564102564,0.6923076923076923,0.5128205128205128,0.6923076923076923,0.3333333333333333,0.6923076923076923
lopo__seed-42__fold-28,lopo,42,28,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,72,1,0.6413043478260869,0.7602907429062958,0.31482812762260437,0.14369265758870306,0.7747747747747747,0.544314381270903,0.9347826086956522,0.15384615384615385,0.6615384615384615,0.0,0.7796610169491526,0.5,1.0,0.0,0.6388888888888888,0.19974090456573362,0.7777777777777778,0.5719063545150501,0.9130434782608695,0.23076923076923078,0.6774193548387096,0.19974090456573362,0.7777777777777778,0.5719063545150501,0.9130434782608695,0.23076923076923078,0.6774193548387096
lopo__seed-42__fold-29,lopo,42,29,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,245,1,0.8794037940379403,0.9378721691453203,0.17174002528190613,0.3150630189063022,0.4,0.625,0.25,1.0,1.0,0.0,0.8019559902200489,0.5,1.0,0.0,0.6693877551020408,0.3150630189063022,0.4,0.625,0.25,1.0,1.0,0.3150630189063022,0.4,0.625,0.25,1.0,1.0
lopo__seed-42__fold-30,lopo,42,30,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,60,1,,,0.0056417835876345634,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-31,lopo,42,31,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,34,1,,,0.0036380619276314974,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-32,lopo,42,32,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,13,1,0.8125,0.8680555555555556,0.17621704936027527,0.35,0.75,0.675,0.75,0.6,0.75,0.0,0.7619047619047619,0.5,1.0,0.0,0.6153846153846154,0.35,0.75,0.675,0.75,0.6,0.75,0.35,0.75,0.675,0.75,0.6,0.75
lopo__seed-42__fold-33,lopo,42,33,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,3,1,,,0.045395638793706894,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-34,lopo,42,34,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,13,1,0.9166666666666667,0.9707070707070706,0.1319648176431656,0.42600643361512924,0.8421052631578947,0.7333333333333334,0.8,0.6666666666666666,0.8888888888888888,0.0,0.8695652173913043,0.5,1.0,0.0,0.7692307692307693,0.42600643361512924,0.8421052631578947,0.7333333333333334,0.8,0.6666666666666666,0.8888888888888888,0.42600643361512924,0.8421052631578947,0.7333333333333334,0.8,0.6666666666666666,0.8888888888888888
lopo__seed-42__fold-35,lopo,42,35,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,85,1,0.7570422535211268,0.9396002486887267,0.16182713210582733,0.20301970092451088,0.7777777777777778,0.630784708249497,0.6901408450704225,0.5714285714285714,0.8909090909090909,0.0,0.9102564102564102,0.5,1.0,0.0,0.8352941176470589,0.19718309859154928,0.32941176470588235,0.5985915492957746,0.19718309859154928,1.0,1.0,0.19718309859154928,0.32941176470588235,0.5985915492957746,0.19718309859154928,1.0,1.0
lopo__seed-42__fold-36,lopo,42,36,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,30,1,,,0.05255778506398201,0.0,0.9655172413793104,0.9333333333333333,0.9333333333333333,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.9655172413793104,0.9333333333333333,0.9333333333333333,,1.0,0.0,0.9655172413793104,0.9333333333333333,0.9333333333333333,,1.0
lopo__seed-42__fold-37,lopo,42,37,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,283,1,0.60297409657819,0.7215804887686113,0.23587359488010406,0.16114950968138556,0.7286821705426356,0.5728333866325551,0.7966101694915254,0.3490566037735849,0.6714285714285714,0.0,0.7695652173913043,0.5,1.0,0.0,0.6254416961130742,0.053840369426325724,0.5882352941176471,0.5277955441850549,0.536723163841808,0.5188679245283019,0.6506849315068494,0.053840369426325724,0.5882352941176471,0.5277955441850549,0.536723163841808,0.5188679245283019,0.6506849315068494
lopo__seed-42__fold-38,lopo,42,38,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,67,1,,,0.30905649065971375,0.0,0.574468085106383,0.40298507462686567,0.40298507462686567,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.45977011494252873,0.29850746268656714,0.29850746268656714,,1.0,0.0,0.45977011494252873,0.29850746268656714,0.29850746268656714,,1.0
lopo__seed-42__fold-39,lopo,42,39,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,7,1,1.0,1.0,0.10481973737478256,0.0,0.9230769230769231,0.5,1.0,0.0,0.8571428571428571,0.0,0.9230769230769231,0.5,1.0,0.0,0.8571428571428571,0.0,0.9230769230769231,0.5,1.0,0.0,0.8571428571428571,0.0,0.9230769230769231,0.5,1.0,0.0,0.8571428571428571
lopo__seed-42__fold-40,lopo,42,40,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,10,1,,,0.026615768671035767,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-41,lopo,42,41,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,48,1,0.6508928571428572,0.6797555785172246,0.2700314521789551,0.14986150860310107,0.24242424242424243,0.5464285714285714,0.14285714285714285,0.95,0.8,0.035245368842512066,0.7297297297297297,0.5071428571428571,0.9642857142857143,0.05,0.5869565217391305,0.14986150860310107,0.24242424242424243,0.5464285714285714,0.14285714285714285,0.95,0.8,0.14986150860310107,0.24242424242424243,0.5464285714285714,0.14285714285714285,0.95,0.8
lopo__seed-42__fold-42,lopo,42,42,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,10,1,,,0.09791754186153412,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-43,lopo,42,43,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,80,1,0.7818981772470145,0.8214400336455315,0.26194635033607483,0.16895139013275484,0.20408163265306123,0.5446260213702074,0.11627906976744186,0.972972972972973,0.8333333333333334,0.0,0.6991869918699187,0.5,1.0,0.0,0.5375,0.16895139013275484,0.20408163265306123,0.5446260213702074,0.11627906976744186,0.972972972972973,0.8333333333333334,0.16895139013275484,0.20408163265306123,0.5446260213702074,0.11627906976744186,0.972972972972973,0.8333333333333334
lopo__seed-42__fold-44,lopo,42,44,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,30,1,,,0.33344921469688416,0.0,0.6956521739130435,0.5333333333333333,0.5333333333333333,,1.0,0.0,0.9473684210526315,0.9,0.9,,1.0,0.0,0.5365853658536586,0.36666666666666664,0.36666666666666664,,1.0,0.0,0.5365853658536586,0.36666666666666664,0.36666666666666664,,1.0
lopo__seed-42__fold-45,lopo,42,45,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,25,1,0.89,0.9739616663529708,0.10514913499355316,0.43082021842766455,0.9047619047619048,0.675,0.95,0.4,0.8636363636363636,0.0,0.8888888888888888,0.5,1.0,0.0,0.8,0.43082021842766455,0.9047619047619048,0.675,0.95,0.4,0.8636363636363636,0.43082021842766455,0.9047619047619048,0.675,0.95,0.4,0.8636363636363636
lopo__seed-42__fold-46,lopo,42,46,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,88,1,0.7379310344827585,0.8026399404272928,0.23780983686447144,-0.1291081734118329,0.03278688524590164,0.4752873563218391,0.017241379310344827,0.9333333333333333,0.3333333333333333,0.0,0.7945205479452054,0.5,1.0,0.0,0.6590909090909091,-0.1291081734118329,0.03278688524590164,0.4752873563218391,0.017241379310344827,0.9333333333333333,0.3333333333333333,-0.1291081734118329,0.03278688524590164,0.4752873563218391,0.017241379310344827,0.9333333333333333,0.3333333333333333
lopo__seed-42__fold-47,lopo,42,47,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,11,1,,,0.11900988221168518,0.0,0.9,0.8181818181818182,0.8181818181818182,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.9,0.8181818181818182,0.8181818181818182,,1.0,0.0,0.9,0.8181818181818182,0.8181818181818182,,1.0
lopo__seed-42__fold-48,lopo,42,48,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,108,1,0.5263157894736842,0.885111977247159,0.3465583622455597,-0.2465564766433755,0.703030303030303,0.3521584861028977,0.651685393258427,0.05263157894736842,0.7631578947368421,-0.21348314606741572,0.7865168539325843,0.39325842696629215,0.7865168539325843,0.0,0.7865168539325843,-0.2465564766433755,0.703030303030303,0.3521584861028977,0.651685393258427,0.05263157894736842,0.7631578947368421,-0.2465564766433755,0.703030303030303,0.3521584861028977,0.651685393258427,0.05263157894736842,0.7631578947368421
lopo__seed-42__fold-49,lopo,42,49,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,37,1,,,0.025593770667910576,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-50,lopo,42,50,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,71,1,0.9888059701492538,0.9993316004382271,0.01566835679113865,0.5846044321893877,0.9696969696969697,0.8526119402985075,0.9552238805970149,0.75,0.9846153846153847,0.0,0.9710144927536232,0.5,1.0,0.0,0.9436619718309859,0.5846044321893877,0.9696969696969697,0.8526119402985075,0.9552238805970149,0.75,0.9846153846153847,0.5846044321893877,0.9696969696969697,0.8526119402985075,0.9552238805970149,0.75,0.9846153846153847
lopo__seed-42__fold-51,lopo,42,51,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,26,1,0.6124260355029585,0.6298443060207768,0.24252527952194214,0.242535625036333,0.5454545454545454,0.6153846153846154,0.46153846153846156,0.7692307692307693,0.6666666666666666,0.0,0.6666666666666666,0.5,1.0,0.0,0.5,0.242535625036333,0.5454545454545454,0.6153846153846154,0.46153846153846156,0.7692307692307693,0.6666666666666666,0.242535625036333,0.5454545454545454,0.6153846153846154,0.46153846153846156,0.7692307692307693,0.6666666666666666
lopo__seed-42__fold-52,lopo,42,52,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,47,1,1.0,0.9999999999999998,0.09104888886213303,0.3634587634481699,0.8266666666666667,0.8522727272727273,0.7045454545454546,1.0,1.0,0.0,0.967032967032967,0.5,1.0,0.0,0.9361702127659575,0.3634587634481699,0.8266666666666667,0.8522727272727273,0.7045454545454546,1.0,1.0,0.3634587634481699,0.8266666666666667,0.8522727272727273,0.7045454545454546,1.0,1.0
lopo__seed-42__fold-53,lopo,42,53,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,35,1,0.6842105263157895,0.7727701890503973,0.24576562643051147,0.26644736842105265,0.6285714285714286,0.6332236842105263,0.5789473684210527,0.6875,0.6875,0.0,0.7037037037037037,0.5,1.0,0.0,0.5428571428571428,0.0,0.0,0.5,0.0,1.0,,0.0,0.0,0.5,0.0,1.0,
lopo__seed-42__fold-54,lopo,42,54,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,32,1,0.6149425287356323,0.9518226997416503,0.242794930934906,0.19377278632539327,0.7755102040816326,0.6609195402298851,0.6551724137931034,0.6666666666666666,0.95,0.0,0.9508196721311475,0.5,1.0,0.0,0.90625,0.19377278632539327,0.7755102040816326,0.6609195402298851,0.6551724137931034,0.6666666666666666,0.95,0.19377278632539327,0.7755102040816326,0.6609195402298851,0.6551724137931034,0.6666666666666666,0.95
lopo__seed-42__fold-55,lopo,42,55,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,22,1,,,0.08465694636106491,0.0,0.926829268292683,0.8636363636363636,0.8636363636363636,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.7428571428571429,0.5909090909090909,0.5909090909090909,,1.0,0.0,0.7428571428571429,0.5909090909090909,0.5909090909090909,,1.0
lopo__seed-42__fold-56,lopo,42,56,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,55,1,1.0,0.9999999999999999,0.060669735074043274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9908256880733946,0.5,1.0,0.0,0.9818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lopo__seed-42__fold-57,lopo,42,57,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,8,1,,,0.08782899379730225,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-58,lopo,42,58,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,35,1,,,0.0015526262577623129,0.0,0.9552238805970149,0.9142857142857143,0.9142857142857143,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.9552238805970149,0.9142857142857143,0.9142857142857143,,1.0,0.0,0.9552238805970149,0.9142857142857143,0.9142857142857143,,1.0
lopo__seed-42__fold-59,lopo,42,59,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,103,1,0.19318181818181818,0.4088900375371063,0.42359983921051025,-0.15063123506397233,0.0,0.4791666666666667,0.0,0.9583333333333334,0.0,-0.3749403281472383,0.4297520661157025,0.3196969696969697,0.4727272727272727,0.16666666666666666,0.3939393939393939,-0.15063123506397233,0.0,0.4791666666666667,0.0,0.9583333333333334,0.0,-0.15063123506397233,0.0,0.4791666666666667,0.0,0.9583333333333334,0.0
lopo__seed-42__fold-60,lopo,42,60,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,69,1,0.8055555555555556,0.9759505419018266,0.16886861622333527,0.23033308413919684,0.8181818181818182,0.6904761904761905,0.7142857142857143,0.6666666666666666,0.9574468085106383,0.0,0.9545454545454546,0.5,1.0,0.0,0.9130434782608695,0.2102324405785859,0.6938775510204082,0.6865079365079365,0.5396825396825397,0.8333333333333334,0.9714285714285714,0.2102324405785859,0.6938775510204082,0.6865079365079365,0.5396825396825397,0.8333333333333334,0.9714285714285714
lopo__seed-42__fold-61,lopo,42,61,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,5,1,,,0.0047853561118245125,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-62,lopo,42,62,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,11,1,,,0.03046303801238537,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-63,lopo,42,63,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,13,1,,,0.005748427473008633,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-64,lopo,42,64,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,12,1,,,0.05267053842544556,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
lopo__seed-42__fold-65,lopo,42,65,xgb_physics_class_paper_weighted_monotone_o2,xgboost,physics,40,1,,,0.006842973176389933,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0
