model_id,protocol,metric,estimate,ci_low,ci_high,confidence_level,iterations,resampling_unit,repeat_aggregation
xgb_physics_class_paper_weighted_monotone_o2,lopo,brier,0.19053208080111153,0.15283958847085552,0.21865244903390563,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,extrapolation_grouped,roc_auc,0.4776402061663249,0.41073800357001655,0.5177282429345293,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,extrapolation_grouped,pr_auc,0.7523743952992133,0.6990668526793579,0.826126416807613,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,extrapolation_grouped,brier,0.7003807693349828,0.6190523848738535,0.7977480050215574,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,interpolation_holdout,roc_auc,0.5014107457755753,0.4926533019413785,0.5091650681257502,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,interpolation_holdout,pr_auc,0.7503372268237005,0.7319698052959867,0.7688971919301676,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,interpolation_holdout,brier,0.7513196168327684,0.7335012200006116,0.7692763703994348,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,interpolation_stratified,roc_auc,0.4681323442753649,0.4576432837223256,0.4786246385125073,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,interpolation_stratified,pr_auc,0.7458688449089427,0.7329772211556078,0.7587173322257943,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,interpolation_stratified,brier,0.7398820595532949,0.7266295808683456,0.7524836175404711,0.95,2000,unique_row_id,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,lopo,roc_auc,0.4822810815999488,0.4464903976056075,0.502271198919946,0.95,2000,canonical_paper,mean probability per row_id before resampling
xgb_physics_focal_class_paper_weighted,lopo,pr_auc,0.7511293778172631,0.6896234820206818,0.8289438940336291,0.95,2000,canonical_paper,mean probability per row_id before resampling
