protocol,model_a,model_b,paired_fold_count,delta_roc_auc,wilcoxon_p_roc_auc,delta_pr_auc,wilcoxon_p_pr_auc,delta_brier,wilcoxon_p_brier,delta_mcc_at_mcc,wilcoxon_p_mcc_at_mcc,delta_f1_at_f1,wilcoxon_p_f1_at_f1,delta_balanced_accuracy_at_balanced_accuracy,wilcoxon_p_balanced_accuracy_at_balanced_accuracy,caveat
lopo,decision_tree_physics,svm_all,85,-0.013526441722802578,0.9070962642177017,-0.03260063137271892,0.08013224801021579,-0.0006571947109788155,0.5763836984493028,0.0995064641149942,1.2242096855256038e-05,0.007314064001330756,0.3104944343172349,0.03980118462748377,0.01587378404363924,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,svm_physics,85,-0.02980135709565785,0.26847805013696446,-0.04324711121231723,0.0021619143137985184,0.004829841795554922,0.8763857022509378,0.09112911201798679,0.00010473219913953883,0.0030514061099500933,0.49896229860376107,0.03384411607268697,0.009387336799365154,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_all_class_paper_weighted,85,-0.11237143734732818,0.00015611034729883373,-0.06790022025596919,3.992594432350004e-05,0.034768170145437434,0.00012493565641190515,0.008912084503639268,0.7571170186724527,-0.0005507269492210071,0.3742593192802244,0.009973815877533806,0.1800512914759077,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_all_focal_class_paper_weighted,85,0.149261934147966,7.676584167482991e-06,0.07415707380866488,2.352763284543058e-06,-0.6716580945463516,1.726411355052167e-15,0.1168191737392514,1.1217380534902102e-06,-0.0011597743681572117,0.17971249487899976,0.12841232634578914,0.00043226055611395617,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_all_unweighted,85,-0.13359441084918686,2.6538067275888113e-05,-0.07640434088649817,0.00011755795516849763,0.043828069132089545,2.997855346334564e-05,-0.014589717663758398,0.41829092183768823,0.008824782047644373,0.6784023758521882,0.00510494789411814,0.33774492316591975,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_physics_class_paper_weighted_monotone_o2,85,-0.08877137780716206,0.0016924355869518477,-0.043956087960583784,0.0005057028047359698,0.023202619429152586,0.006294556412368621,0.004989312503402152,0.4711050105155097,0.004054706403260028,0.13801073756865953,-0.004104497181454236,0.3641861837680206,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_physics_focal_class_paper_weighted,85,0.15989963119200126,7.172193961503796e-06,0.07636112634868054,2.1906265066619186e-06,-0.6758431200279683,1.7886249708437823e-15,0.1168191737392514,1.1217380534902102e-06,-0.0011597743681572117,0.17971249487899976,0.15429467928696564,0.000253045427151281,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_physics_paper_bagging,85,-0.08967380778532637,0.0004435313388674741,-0.06058550072669944,0.00013554848920915649,0.03360134326168962,0.001175762974371964,0.004237922574713457,0.634790432838706,-0.000943287859353658,0.3742593192802244,0.003153933633207146,0.3264663038327651,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,decision_tree_physics,xgb_physics_unweighted,85,-0.09117813573046428,0.0010405605219740474,-0.04193111756973298,0.001385606123284086,0.04873050221229215,9.565183818412454e-08,0.005332962537065768,0.6821884871209618,-0.0003236140778073751,0.7212766990291557,-0.025907270174494415,0.5501207633194065,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,knn_all,knn_physics,85,-0.02930886596774539,0.5035299195137813,0.013993481208943134,0.5066119849771247,0.008594207110921844,0.3093863661405277,-0.08518552972324504,0.0005246308602663868,0.004316333615058297,0.5750621301739497,-0.03967916263941133,0.044068430539490756,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
