method,group_roc_auc,group_roc_auc_std,pr_auc,pr_auc_std,mcc,mcc_std,f1,f1_std,balanced_accuracy,balanced_accuracy_std
xgb,0.6545913403397454,0.08105175209133175,0.8425482116561953,0.053794086124594756,0.1830606659070666,0.094621344366266,0.8557306992959908,0.012637204061976515,0.5948927756103153,0.04747702743688744
dt,0.5988330652053353,0.07544417120680448,0.7924285316077379,0.04090098311547357,0.15375073874606143,0.09869756045522185,0.8550996101904994,0.01236853588727793,0.5743334812031297,0.053732461234135435
svm,0.5980800084764029,0.0665190631779648,0.8242659896803577,0.038007373226540936,0.12342403667353101,0.07452579761117151,0.8543478801476027,0.011399465739541138,0.5582452119904725,0.04014904048587342
mlp,0.59312163055684,0.05980535703539338,0.7913555541928159,0.05263638272152401,0.14159768348087454,0.09069975236234133,0.8304700108052043,0.02475312106157068,0.5768973809420747,0.04931345004134814
knn,0.5907596790975732,0.08414584803186581,0.7928836912236671,0.05660488095498859,0.04833971173956412,0.08602000350980617,0.8405170280323246,0.02486274969020708,0.5372296335021136,0.07049691415582915
