method,group_roc_auc,group_roc_auc_std,pr_auc,pr_auc_std,mcc,mcc_std,f1,f1_std,balanced_accuracy,balanced_accuracy_std
baseline,0.6042936420267871,0.07078528180392106,0.7996684792567554,0.05300928031131189,0.10827140001773883,0.15063106035445611,0.8462772310346022,0.012463603081348612,0.5723293960386382,0.10152887861344387
group-tuned,0.5793920538307124,0.06435228249593443,0.7812801118304173,0.04302547807685308,0.10500991661929893,0.06347171752472754,0.8536406359403734,0.016005243471604126,0.5706547721578337,0.060511858511970704
