rows,papers,ignition_rows,no_ignition_rows,duplicates_removed,dataset_sha256,evaluation_integrity_passed
4499,85,3394,1105,558,9a4053a73d1e0626f3efd2f1ba4abb270560457087affa87d9a8749611afdf26,True
