method,group_roc_auc,group_roc_auc_std,pr_auc,pr_auc_std,mcc,mcc_std,f1,f1_std,balanced_accuracy,balanced_accuracy_std
XGBoost,0.8960370860560033,0.009606389087254292,0.9654520829356974,0.0031554923309377505,0.4888500922889037,0.02859683102640737,0.8586580060743689,0.0036532037134619803,0.7763673404336408,0.01671589864005051
MLP,0.8494744063251405,0.03678951076734455,0.9477758933669508,0.017235703845342926,0.3849650510104804,0.19034619319356755,0.8552717747216765,0.0,0.7202344903092583,0.12101833952063179
SVM (RBF),0.8336982808201616,0.007522021622302083,0.9420796757119394,0.003112474201132374,0.4386847430235926,0.015590040535429488,0.8576336622888647,0.0015274501560434129,0.7500952790115929,0.009589262004383398
Decision Tree,0.8075689646809365,0.014365157109465102,0.9102153006295,0.009992028374031884,0.3254799255344739,0.08434614309820673,0.8552717747216765,0.0,0.6794024100392896,0.08899777666404526
KNN,0.772724563968596,0.016686660184429356,0.8996113245008541,0.012575830576311264,0.37540987977421836,0.025541714553563962,0.8470505059292824,0.004852056144119864,0.7180212454872396,0.016307188120622016
